log return,90th percentile degree,mean closeness centrality,mean betweenness centrality,mean eigenvector centrality,mean clustering,Max eigenvalue stock returns,Community Stability,largest component,Resilience
0.0006161337759009576,0.18045112781954886,0.3468827192915138,0.004232013147135381,0.04228804781690335,0.14948959330887757,27.242284274328064,0.09363295880149813,240,1.0141509433962264
7.707695370397211e-05,0.19323308270676692,0.3374324131894342,0.0036818780043175563,0.04207451550668363,0.15160365400380246,36.08515797814994,0.02247191011235955,232,1.0344827586206897
0.0012303427238088995,0.1406015037593985,0.3533000072777848,0.005208271898741978,0.04428954535990936,0.13782556791779388,24.08565309834556,0.22846441947565543,251,1.0224215246636772
0.0006998992592543275,0.19548872180451127,0.2783690193319653,0.003272544303306496,0.03824254690798854,0.20936674546572176,42.25396387408202,0.0898876404494382,213,1.0607734806629834
0.0008841555387174297,0.18345864661654138,0.1716489618207883,0.0018890771554708264,0.0344767653525221,0.23885092050856868,61.21174379937761,0.0149812734082397,165,1.143939393939394
0.0005401716332781671,0.24210526315789474,0.29920797939383176,0.0038502021430510767,0.03844540774823076,0.29425689512057285,61.692826281404905,0.04119850187265917,224,1.0628272251308901
0.0002765753793434125,0.21804511278195488,0.34138914949467547,0.004494807083428308,0.04052253346663879,0.20400229592387384,35.94736471873613,0.2247191011235955,241,1.0093457943925233
0.0005506737105613722,0.1631578947368421,0.2737376001796772,0.005279788404655906,0.03526983870942099,0.27484966842769515,41.49995705672996,0.40074906367041196,232,1.03
0.00012999635720195829,0.23458646616541354,0.23555665071787713,0.004892982934333928,0.037280768564443824,0.32070025624454357,59.137737571536064,0.4232209737827715,217,0.9627659574468085
-0.0005986596340201349,0.18571428571428572,0.16004784988683446,0.0022460220936058608,0.0330810423572247,0.3341282487991642,94.28226884177413,0.0449438202247191,166,1.1194029850746268
0.0011024306953106554,0.24812030075187969,0.19892608763368022,0.0029253757671686108,0.03525073322073762,0.31639103442634264,87.30736408022688,0.43820224719101125,186,1.1517241379310346
0.0007177312297382429,0.18195488721804512,0.2765775629697129,0.0044691971608053415,0.03564837346423347,0.3054346486647413,68.91312578609731,0.11610486891385768,225,1.11864406779661
0.0004353343896551888,0.2323308270676692,0.3049169148666118,0.003235032673904392,0.04097795719972643,0.2606394148270639,72.25784697958167,0.31835205992509363,219,1.0786516853932584
0.0005421121603990702,0.1330827067669173,0.24477484377575437,0.003745849678255422,0.036267090348054136,0.2652458952042875,64.37163352224226,0.10112359550561797,210,1.0520231213872833
0.0001234872654679763,0.1593984962406015,0.2151610208285982,0.0025725751733584544,0.036488318272061865,0.29146339143517935,101.85042512075402,0.3333333333333333,188,1.1476510067114094
-0.0013695025021797282,0.14661654135338345,0.2297591680238527,0.0032943286773218813,0.03769123612794667,0.3708717740618037,144.71624869050535,0.06367041198501873,201,1.1055900621118013
0.0009212633158730774,0.24962406015037594,0.2416039051043499,0.00287181808666249,0.03770657136059772,0.37387894926787213,121.06857760718815,0.2883895131086142,198,1.10062893081761
0.0007008950421184562,0.21052631578947367,0.19019285110072187,0.0017830244468495808,0.03516954042818853,0.38679943575753184,135.6292579135864,0.11235955056179775,169,1.1297709923664123
0.00012179186369258956,0.21203007518796993,0.1862846662770218,0.002219668314309198,0.035554582106549104,0.38463088252542005,162.1611161845349,0.3857677902621723,174,1.2384615384615385
0.0007308189027002488,0.21804511278195488,0.2362281766177809,0.0036300205676370275,0.03741543681357005,0.3527970248760228,99.10758917485565,0.07865168539325842,205,1.0760233918128654
0.0010361271690144465,0.18571428571428572,0.2720922135701283,0.003057782255086518,0.038057329060485166,0.3682581349692004,95.19797586567907,0.6404494382022472,209,1.1046511627906976
0.0004972729647060969,0.20451127819548873,0.18538916204042563,0.004084729525743549,0.034048938077073765,0.38950815642037917,93.54145344668078,0.011235955056179775,194,1.0817610062893082
-5.490538248769488e-05,0.23308270676691728,0.27388643730875384,0.0045154225398136,0.03683519362464314,0.4417382190934767,114.9934593951188,0.003745318352059925,224,1.0851063829787233
0.0008867947704115455,0.23082706766917294,0.26080864005420507,0.0057665894649704605,0.03601702112900984,0.3723655699612235,87.40540026586424,0.09363295880149813,232,1.0146341463414634
0.0007450299489954788,0.1443609022556391,0.21001754714960624,0.006245420632352558,0.032252141848075656,0.29735159462162575,43.95861663834196,0.026217228464419477,220,1.0582010582010581
-0.0002962135171887465,0.23308270676691728,0.23615001301842042,0.004825610772744879,0.03816115033205974,0.41616359023667887,99.6798512477661,0.003745318352059925,216,1.0319148936170213
0.000887279127591599,0.24210526315789474,0.22926355641646629,0.00504356077813784,0.036044047177672935,0.3771808442434827,73.08944532744525,0.15730337078651685,216,1.0437158469945356
0.00037894415738568606,0.18195488721804512,0.2333229164674831,0.003247997033074524,0.035760297743511395,0.39446158299547673,149.79540884903577,0.3782771535580524,201,1.0769230769230769
0.0008580921760272353,0.16165413533834586,0.1765616434114342,0.006319062443048472,0.03178932195956973,0.3518601763555827,75.13193491455363,0.07116104868913857,210,0.9606741573033708
-0.00022436139985858384,0.20827067669172933,0.25856307767100867,0.004737729420009638,0.038746911883928335,0.4463686660436584,116.34758960342293,0.0299625468164794,222,1.125
